Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
French Polynesia,PYF,"International migrant stock, total",SM.POP.TOTL,3665,0,0,0,0,5480,0,0,0,0,8194,0,0,0,0,12252,0,0,0,0,18015,0,0,0,0,23734,0,0,0,0,25830,0,0,0,0,28360,0,0,0,0,30329,0,0,0,0,32286,0,0,0,0,31640,0,0,0,0,30058
Qatar,QAT,"International migrant stock, total",SM.POP.TOTL,14400,0,0,0,0,34091,0,0,0,0,68339,0,0,0,0,119182,0,0,0,0,165426,0,0,0,0,281907,0,0,0,0,309753,0,0,0,0,361673,0,0,0,0,359697,0,0,0,0,646026,0,0,0,0,1456413,0,0,0,0,1687640
Romania,ROU,"International migrant stock, total",SM.POP.TOTL,330878,0,0,0,0,329228,0,0,0,0,283837,0,0,0,0,239035,0,0,0,0,201305,0,0,0,0,169530,0,0,0,0,135825,0,0,0,0,135037,0,0,0,0,126949,0,0,0,0,145162,0,0,0,0,155982,0,0,0,0,226943
Russian Federation,RUS,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11524948,0,0,0,0,11928927,0,0,0,0,11900297,0,0,0,0,11667588,0,0,0,0,11194710,0,0,0,0,11643276
Rwanda,RWA,"International migrant stock, total",SM.POP.TOTL,28531,0,0,0,0,33441,0,0,0,0,35759,0,0,0,0,46732,0,0,0,0,53094,0,0,0,0,81111,0,0,0,0,159869,0,0,0,0,233200,0,0,0,0,347076,0,0,0,0,432797,0,0,0,0,436787,0,0,0,0,441525
South Asia,SAS,"International migrant stock, total",SM.POP.TOTL,17823042,0,0,0,0,17168196,0,0,0,0,16513007,0,0,0,0,15613689,0,0,0,0,15654494,0,0,0,0,16148912,0,0,0,0,15144742,0,0,0,0,12405351,0,0,0,0,12474215,0,0,0,0,11153081,0,0,0,0,11565030,0,0,0,0,11377262
Saudi Arabia,SAU,"International migrant stock, total",SM.POP.TOTL,63389,0,0,0,0,155823,0,0,0,0,356996,0,0,0,0,928827,0,0,0,0,1920478,0,0,0,0,3401020,0,0,0,0,4998445,0,0,0,0,5122702,0,0,0,0,5263387,0,0,0,0,6501819,0,0,0,0,8429956,0,0,0,0,10185945
Sudan,SDN,"International migrant stock, total",SM.POP.TOTL,241992,0,0,0,0,236369,0,0,0,0,279972,0,0,0,0,321780,0,0,0,0,718515,0,0,0,0,1407776,0,0,0,0,1402896,0,0,0,0,1053396,0,0,0,0,801883,0,0,0,0,541994,0,0,0,0,578363,0,0,0,0,503477
Senegal,SEN,"International migrant stock, total",SM.POP.TOTL,168020,0,0,0,0,174824,0,0,0,0,175917,0,0,0,0,154812,0,0,0,0,119128,0,0,0,0,170026,0,0,0,0,270410,0,0,0,0,287654,0,0,0,0,231901,0,0,0,0,238298,0,0,0,0,256092,0,0,0,0,263242
Singapore,SGP,"International migrant stock, total",SM.POP.TOTL,519246,0,0,0,0,525047,0,0,0,0,530873,0,0,0,0,529006,0,0,0,0,527453,0,0,0,0,619330,0,0,0,0,727262,0,0,0,0,991492,0,0,0,0,1351691,0,0,0,0,1710594,0,0,0,0,2164794,0,0,0,0,2543638
Solomon Islands,SLB,"International migrant stock, total",SM.POP.TOTL,3715,0,0,0,0,3895,0,0,0,0,4084,0,0,0,0,4282,0,0,0,0,4289,0,0,0,0,4270,0,0,0,0,4226,0,0,0,0,4178,0,0,0,0,3981,0,0,0,0,3271,0,0,0,0,2760,0,0,0,0,2585
Sierra Leone,SLE,"International migrant stock, total",SM.POP.TOTL,45915,0,0,0,0,58809,0,0,0,0,75574,0,0,0,0,93741,0,0,0,0,93033,0,0,0,0,92441,0,0,0,0,222242,0,0,0,0,105374,0,0,0,0,98241,0,0,0,0,149615,0,0,0,0,97452,0,0,0,0,91213
El Salvador,SLV,"International migrant stock, total",SM.POP.TOTL,34446,0,0,0,0,34453,0,0,0,0,32534,0,0,0,0,30963,0,0,0,0,29719,0,0,0,0,28258,0,0,0,0,47360,0,0,0,0,39537,0,0,0,0,31713,0,0,0,0,36019,0,0,0,0,40324,0,0,0,0,42045
San Marino,SMR,"International migrant stock, total",SM.POP.TOTL,7527,0,0,0,0,7718,0,0,0,0,7914,0,0,0,0,8115,0,0,0,0,8320,0,0,0,0,8530,0,0,0,0,3310,0,0,0,0,3659,0,0,0,0,4045,0,0,0,0,4218,0,0,0,0,4399,0,0,0,0,4717
Somalia,SOM,"International migrant stock, total",SM.POP.TOTL,11356,0,0,0,0,12136,0,0,0,0,13041,0,0,0,0,14048,0,0,0,0,1605620,0,0,0,0,774569,0,0,0,0,478294,0,0,0,0,19527,0,0,0,0,20087,0,0,0,0,20670,0,0,0,0,23995,0,0,0,0,25291
Serbia,SRB,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99269,0,0,0,0,630221,0,0,0,0,856763,0,0,0,0,845120,0,0,0,0,826066,0,0,0,0,807441
Sub-Saharan Africa (excluding high income),SSA,"International migrant stock, total",SM.POP.TOTL,7896414,0,0,0,0,8673831,0,0,0,0,9244291,0,0,0,0,9899100,0,0,0,0,12916145,0,0,0,0,12966934,0,0,0,0,14491555,0,0,0,0,15115779,0,0,0,0,13462901,0,0,0,0,13671259,0,0,0,0,15187414,0,0,0,0,18664039
South Sudan,SSD,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257905,0,0,0,0,824122
Sub-Saharan Africa,SSF,"International migrant stock, total",SM.POP.TOTL,7897259,0,0,0,0,8675286,0,0,0,0,9246797,0,0,0,0,9902034,0,0,0,0,12919321,0,0,0,0,12970372,0,0,0,0,14495276,0,0,0,0,15120927,0,0,0,0,13469475,0,0,0,0,13680256,0,0,0,0,15198834,0,0,0,0,18676830
Small states,SST,"International migrant stock, total",SM.POP.TOTL,525168,0,0,0,0,612765,0,0,0,0,702885,0,0,0,0,832010,0,0,0,0,1067548,0,0,0,0,1303204,0,0,0,0,1947092,0,0,0,0,2057627,0,0,0,0,2214658,0,0,0,0,2787224,0,0,0,0,4159671,0,0,0,0,4583559
Sao Tome and Principe,STP,"International migrant stock, total",SM.POP.TOTL,7436,0,0,0,0,7253,0,0,0,0,7074,0,0,0,0,6900,0,0,0,0,6730,0,0,0,0,6252,0,0,0,0,5582,0,0,0,0,4936,0,0,0,0,4365,0,0,0,0,3433,0,0,0,0,2700,0,0,0,0,2394
Suriname,SUR,"International migrant stock, total",SM.POP.TOTL,22463,0,0,0,0,19132,0,0,0,0,16294,0,0,0,0,13878,0,0,0,0,11820,0,0,0,0,14598,0,0,0,0,18031,0,0,0,0,22270,0,0,0,0,27506,0,0,0,0,33664,0,0,0,0,39713,0,0,0,0,46836
Slovak Republic,SVK,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41295,0,0,0,0,69323,0,0,0,0,116376,0,0,0,0,130491,0,0,0,0,146319,0,0,0,0,177190
Slovenia,SVN,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178077,0,0,0,0,174419,0,0,0,0,171018,0,0,0,0,197276,0,0,0,0,253786,0,0,0,0,235966
Sweden,SWE,"International migrant stock, total",SM.POP.TOTL,295618,0,0,0,0,393687,0,0,0,0,527153,0,0,0,0,578054,0,0,0,0,624824,0,0,0,0,654158,0,0,0,0,788767,0,0,0,0,936022,0,0,0,0,1003798,0,0,0,0,1125790,0,0,0,0,1384929,0,0,0,0,1639771
Eswatini,SWZ,"International migrant stock, total",SM.POP.TOTL,16944,0,0,0,0,34813,0,0,0,0,33766,0,0,0,0,27735,0,0,0,0,33740,0,0,0,0,40960,0,0,0,0,72085,0,0,0,0,25031,0,0,0,0,22855,0,0,0,0,27097,0,0,0,0,30476,0,0,0,0,31579
Sint Maarten (Dutch part),SXM,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13100,0,0,0,0,26200,0,0,0,0,27295
Seychelles,SYC,"International migrant stock, total",SM.POP.TOTL,845,0,0,0,0,1455,0,0,0,0,2506,0,0,0,0,2934,0,0,0,0,3176,0,0,0,0,3438,0,0,0,0,3721,0,0,0,0,5148,0,0,0,0,6574,0,0,0,0,8997,0,0,0,0,11420,0,0,0,0,12791
Syrian Arab Republic,SYR,"International migrant stock, total",SM.POP.TOTL,276050,0,0,0,0,319431,0,0,0,0,367760,0,0,0,0,429290,0,0,0,0,497764,0,0,0,0,627729,0,0,0,0,714140,0,0,0,0,830610,0,0,0,0,832273,0,0,0,0,876410,0,0,0,0,1661922,0,0,0,0,875189
Turks and Caicos Islands,TCA,"International migrant stock, total",SM.POP.TOTL,180,0,0,0,0,291,0,0,0,0,469,0,0,0,0,756,0,0,0,0,1225,0,0,0,0,2506,0,0,0,0,5062,0,0,0,0,7039,0,0,0,0,9015,0,0,0,0,9945,0,0,0,0,10875,0,0,0,0,11688
Chad,TCD,"International migrant stock, total",SM.POP.TOTL,55072,0,0,0,0,57896,0,0,0,0,60865,0,0,0,0,63986,0,0,0,0,67267,0,0,0,0,70716,0,0,0,0,74342,0,0,0,0,89584,0,0,0,0,104825,0,0,0,0,352062,0,0,0,0,416924,0,0,0,0,516968
East Asia & Pacific (IDA & IBRD countries),TEA,"International migrant stock, total",SM.POP.TOTL,3627647,0,0,0,0,3328131,0,0,0,0,3491275,0,0,0,0,2853395,0,0,0,0,2815900,0,0,0,0,2667879,0,0,0,0,2530977,0,0,0,0,3149235,0,0,0,0,4065406,0,0,0,0,5478538,0,0,0,0,7333879,0,0,0,0,8291158
Europe & Central Asia (IDA & IBRD countries),TEC,"International migrant stock, total",SM.POP.TOTL,3772590,0,0,0,0,3577953,0,0,0,0,2823492,0,0,0,0,2269872,0,0,0,0,2611726,0,0,0,0,2507095,0,0,0,0,31440033,0,0,0,0,30764181,0,0,0,0,29190606,0,0,0,0,28120724,0,0,0,0,27145418,0,0,0,0,29325118
Togo,TGO,"International migrant stock, total",SM.POP.TOTL,101291,0,0,0,0,121155,0,0,0,0,144915,0,0,0,0,148584,0,0,0,0,152345,0,0,0,0,156202,0,0,0,0,84844,0,0,0,0,101583,0,0,0,0,137891,0,0,0,0,203379,0,0,0,0,255262,0,0,0,0,276844
Thailand,THA,"International migrant stock, total",SM.POP.TOTL,484839,0,0,0,0,409954,0,0,0,0,347394,0,0,0,0,344715,0,0,0,0,479387,0,0,0,0,406658,0,0,0,0,528693,0,0,0,0,809720,0,0,0,0,1257821,0,0,0,0,2163447,0,0,0,0,3224131,0,0,0,0,3913258
Tajikistan,TJK,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428900,0,0,0,0,348347,0,0,0,0,299266,0,0,0,0,280444,0,0,0,0,278152,0,0,0,0,275059
Turkmenistan,TKM,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306500,0,0,0,0,273565,0,0,0,0,218498,0,0,0,0,213051,0,0,0,0,197979,0,0,0,0,196386
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International migrant stock, total",SM.POP.TOTL,5847076,0,0,0,0,5629817,0,0,0,0,5353269,0,0,0,0,5339038,0,0,0,0,5562747,0,0,0,0,5734915,0,0,0,0,6461378,0,0,0,0,5925237,0,0,0,0,5746878,0,0,0,0,6351251,0,0,0,0,7359053,0,0,0,0,8353697
Timor-Leste,TLS,"International migrant stock, total",SM.POP.TOTL,7148,0,0,0,0,7705,0,0,0,0,8306,0,0,0,0,8953,0,0,0,0,7706,0,0,0,0,8307,0,0,0,0,8954,0,0,0,0,9743,0,0,0,0,10602,0,0,0,0,11286,0,0,0,0,10983,0,0,0,0,10834
Middle East & North Africa (IDA & IBRD countries),TMN,"International migrant stock, total",SM.POP.TOTL,2374895,0,0,0,0,2044873,0,0,0,0,2141931,0,0,0,0,2498190,0,0,0,0,3304899,0,0,0,0,6211951,0,0,0,0,7998121,0,0,0,0,7374682,0,0,0,0,7791841,0,0,0,0,8159786,0,0,0,0,9810679,0,0,0,0,11172166
Tonga,TON,"International migrant stock, total",SM.POP.TOTL,121,0,0,0,0,236,0,0,0,0,460,0,0,0,0,895,0,0,0,0,1741,0,0,0,0,3386,0,0,0,0,2911,0,0,0,0,3274,0,0,0,0,3684,0,0,0,0,4301,0,0,0,0,5022,0,0,0,0,5731
South Asia (IDA & IBRD),TSA,"International migrant stock, total",SM.POP.TOTL,17823042,0,0,0,0,17168196,0,0,0,0,16513007,0,0,0,0,15613689,0,0,0,0,15654494,0,0,0,0,16148912,0,0,0,0,15144742,0,0,0,0,12405351,0,0,0,0,12474215,0,0,0,0,11153081,0,0,0,0,11565030,0,0,0,0,11377262
Sub-Saharan Africa (IDA & IBRD countries),TSS,"International migrant stock, total",SM.POP.TOTL,7897259,0,0,0,0,8675286,0,0,0,0,9246797,0,0,0,0,9902034,0,0,0,0,12919321,0,0,0,0,12970372,0,0,0,0,14495276,0,0,0,0,15120927,0,0,0,0,13469475,0,0,0,0,13680256,0,0,0,0,15198834,0,0,0,0,18676830
Trinidad and Tobago,TTO,"International migrant stock, total",SM.POP.TOTL,81018,0,0,0,0,70004,0,0,0,0,60495,0,0,0,0,61092,0,0,0,0,61514,0,0,0,0,55736,0,0,0,0,50666,0,0,0,0,45994,0,0,0,0,41753,0,0,0,0,44812,0,0,0,0,48226,0,0,0,0,49883
Tunisia,TUN,"International migrant stock, total",SM.POP.TOTL,169202,0,0,0,0,76356,0,0,0,0,51436,0,0,0,0,37912,0,0,0,0,37985,0,0,0,0,38029,0,0,0,0,37984,0,0,0,0,37867,0,0,0,0,36446,0,0,0,0,35040,0,0,0,0,43172,0,0,0,0,56701
Turkey,TUR,"International migrant stock, total",SM.POP.TOTL,947635,0,0,0,0,926865,0,0,0,0,376394,0,0,0,0,144529,0,0,0,0,784193,0,0,0,0,933014,0,0,0,0,1163686,0,0,0,0,1216173,0,0,0,0,1280963,0,0,0,0,1319236,0,0,0,0,1367034,0,0,0,0,2964916
Tuvalu,TUV,"International migrant stock, total",SM.POP.TOTL,372,0,0,0,0,363,0,0,0,0,355,0,0,0,0,347,0,0,0,0,339,0,0,0,0,331,0,0,0,0,318,0,0,0,0,263,0,0,0,0,217,0,0,0,0,183,0,0,0,0,154,0,0,0,0,141
Tanzania,TZA,"International migrant stock, total",SM.POP.TOTL,477027,0,0,0,0,486241,0,0,0,0,505143,0,0,0,0,607887,0,0,0,0,557173,0,0,0,0,547608,0,0,0,0,574025,0,0,0,0,1106043,0,0,0,0,928180,0,0,0,0,770846,0,0,0,0,308600,0,0,0,0,261222
Uganda,UGA,"International migrant stock, total",SM.POP.TOTL,771730,0,0,0,0,907723,0,0,0,0,948875,0,0,0,0,774582,0,0,0,0,676609,0,0,0,0,633291,0,0,0,0,558307,0,0,0,0,634620,0,0,0,0,634703,0,0,0,0,652968,0,0,0,0,529160,0,0,0,0,749471
Ukraine,UKR,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6892920,0,0,0,0,6172338,0,0,0,0,5527087,0,0,0,0,5050302,0,0,0,0,4818767,0,0,0,0,4834898
Upper middle income,UMC,"International migrant stock, total",SM.POP.TOTL,7099718,0,0,0,0,7075747,0,0,0,0,7131181,0,0,0,0,7354803,0,0,0,0,9265506,0,0,0,0,13326341,0,0,0,0,33293626,0,0,0,0,33228601,0,0,0,0,34271126,0,0,0,0,36345393,0,0,0,0,40062896,0,0,0,0,46970710
Uruguay,URY,"International migrant stock, total",SM.POP.TOTL,192155,0,0,0,0,195019,0,0,0,0,159962,0,0,0,0,131446,0,0,0,0,116786,0,0,0,0,103762,0,0,0,0,98116,0,0,0,0,93428,0,0,0,0,88871,0,0,0,0,82318,0,0,0,0,76263,0,0,0,0,71799
United States,USA,"International migrant stock, total",SM.POP.TOTL,10825599,0,0,0,0,11354439,0,0,0,0,11973787,0,0,0,0,13991349,0,0,0,0,16364410,0,0,0,0,19491741,0,0,0,0,23251026,0,0,0,0,28451053,0,0,0,0,34814053,0,0,0,0,39258293,0,0,0,0,44183643,0,0,0,0,46627102
Uzbekistan,UZB,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653000,0,0,0,0,1512577,0,0,0,0,1405250,0,0,0,0,1329345,0,0,0,0,1220149,0,0,0,0,1170899
St. Vincent and the Grenadines,VCT,"International migrant stock, total",SM.POP.TOTL,2494,0,0,0,0,2391,0,0,0,0,2293,0,0,0,0,2199,0,0,0,0,2129,0,0,0,0,2920,0,0,0,0,3970,0,0,0,0,4135,0,0,0,0,4307,0,0,0,0,4395,0,0,0,0,4485,0,0,0,0,4577
"Venezuela, RB",VEN,"International migrant stock, total",SM.POP.TOTL,509504,0,0,0,0,563247,0,0,0,0,589283,0,0,0,0,731423,0,0,0,0,966364,0,0,0,0,1032566,0,0,0,0,1025009,0,0,0,0,1019996,0,0,0,0,1013663,0,0,0,0,1070562,0,0,0,0,1331488,0,0,0,0,1404448
British Virgin Islands,VGB,"International migrant stock, total",SM.POP.TOTL,651,0,0,0,0,1464,0,0,0,0,3180,0,0,0,0,3513,0,0,0,0,3906,0,0,0,0,5444,0,0,0,0,8035,0,0,0,0,10046,0,0,0,0,12058,0,0,0,0,13808,0,0,0,0,15558,0,0,0,0,17308
Virgin Islands (U.S.),VIR,"International migrant stock, total",SM.POP.TOTL,12069,0,0,0,0,20342,0,0,0,0,33704,0,0,0,0,40390,0,0,0,0,48065,0,0,0,0,50029,0,0,0,0,51970,0,0,0,0,54241,0,0,0,0,56611,0,0,0,0,56647,0,0,0,0,56684,0,0,0,0,56721
Vietnam,VNM,"International migrant stock, total",SM.POP.TOTL,4010,0,0,0,0,4216,0,0,0,0,4433,0,0,0,0,4661,0,0,0,0,38901,0,0,0,0,28153,0,0,0,0,28118,0,0,0,0,51262,0,0,0,0,56754,0,0,0,0,51768,0,0,0,0,61756,0,0,0,0,72793
Vanuatu,VUT,"International migrant stock, total",SM.POP.TOTL,2832,0,0,0,0,3059,0,0,0,0,3304,0,0,0,0,3569,0,0,0,0,3511,0,0,0,0,2752,0,0,0,0,2308,0,0,0,0,2461,0,0,0,0,2626,0,0,0,0,2800,0,0,0,0,2991,0,0,0,0,3187
World,WLD,"International migrant stock, total",SM.POP.TOTL,71884946,0,0,0,0,75216134,0,0,0,0,78381866,0,0,0,0,82720982,0,0,0,0,93716870,0,0,0,0,104614205,0,0,0,0,152269004,0,0,0,0,160448332,0,0,0,0,172278883,0,0,0,0,190789342,0,0,0,0,221233994,0,0,0,0,243192681
Samoa,WSM,"International migrant stock, total",SM.POP.TOTL,3430,0,0,0,0,3442,0,0,0,0,3373,0,0,0,0,3742,0,0,0,0,4347,0,0,0,0,2422,0,0,0,0,3357,0,0,0,0,4694,0,0,0,0,5998,0,0,0,0,5746,0,0,0,0,5122,0,0,0,0,4929
Kosovo,XKX,"International migrant stock, total",SM.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yemen, Rep.",YEM,"International migrant stock, total",SM.POP.TOTL,159146,0,0,0,0,177076,0,0,0,0,197025,0,0,0,0,219222,0,0,0,0,259374,0,0,0,0,276039,0,0,0,0,118863,0,0,0,0,136515,0,0,0,0,143495,0,0,0,0,171073,0,0,0,0,285837,0,0,0,0,344131
South Africa,ZAF,"International migrant stock, total",SM.POP.TOTL,927656,0,0,0,0,945162,0,0,0,0,961496,0,0,0,0,962371,0,0,0,0,983303,0,0,0,0,1808198,0,0,0,0,1163883,0,0,0,0,1003807,0,0,0,0,1001825,0,0,0,0,1210936,0,0,0,0,1943099,0,0,0,0,3142511
Zambia,ZMB,"International migrant stock, total",SM.POP.TOTL,360835,0,0,0,0,325507,0,0,0,0,303465,0,0,0,0,297072,0,0,0,0,278798,0,0,0,0,281906,0,0,0,0,279029,0,0,0,0,244338,0,0,0,0,321167,0,0,0,0,252749,0,0,0,0,149637,0,0,0,0,127915
Zimbabwe,ZWE,"International migrant stock, total",SM.POP.TOTL,387173,0,0,0,0,448754,0,0,0,0,499069,0,0,0,0,484678,0,0,0,0,470728,0,0,0,0,513780,0,0,0,0,626821,0,0,0,0,431226,0,0,0,0,410041,0,0,0,0,392693,0,0,0,0,397891,0,0,0,0,398866
